Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 1,Peptides 2,Razor + unique peptides 1,Razor + unique peptides 2,Unique peptides 1,Unique peptides 2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Q-value,Score,Identification type 1,Identification type 2,Sequence coverage 1 [%],Sequence coverage 2 [%],Intensity,Intensity 1,Intensity 2,iBAQ,iBAQ 1,iBAQ 2,LFQ intensity 1,LFQ intensity 2,MS/MS count 1,MS/MS count 2,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,DSSTP_K site IDs,Oxidation (M) site IDs,DSSTP_K site positions,Oxidation (M) site positions,Gene_desc,fc1,fc2,fc3,log10_score,log10_intensity,log10_iBAQ,pvalues,mean,log_mean,log_pvalues
Tb927.4.1800,Tb927.4.1800:mRNA-p1;Tb927.4.1790:mRNA-p1,Tb927.4.1800:mRNA-p1;Tb927.4.1790:mRNA-p1,6;6,6;6,6;6,Tb927.4.1800:mRNA-p1 | transcript=Tb927.4.1800:mRNA | gene=Tb927.4.1800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mitochondrial ribosomal protein L3 | transcript_product=Mitochondrial ribosomal protein L3 | location=Tb927_04_v5.1:450119-4,2,6,6,6,1,6,1,6,1,6,15.9,15.9,15.9,48.691,429,429;429,10.6,1.0,,7.0,5.0,0.0,17.255,By MS/MS,By MS/MS,2.3,15.9,24089000,947760,23509160,1047300.0,35763.1,1015057.6,201910,5343366,1,8,9,,,,481,440;1184;1362;1396;2953;3651,True;True;True;True;True;True,463;464;1238;1423;1457;3094;3818,897;898;899;2224;2225;2582;2583;2584;2585;2651;5613;5614;7020,926;927;2235;2609;2610;2611;2676;5694;7223,926;2235;2609;2676;5694;7223,,300,,296,Mitochondrial ribosomal protein L3,0.06241864396587424,0.07626526844953169,0.019677510046106267,1.2369149636275056,7.381818771625734,6.020071103533842,3.6654124223198194e-09,0.0716497269549792,-3.8028949831442196,3.9999840816078462
Tb927.4.1850,Tb927.4.1850:mRNA-p1,Tb927.4.1850:mRNA-p1,1,1,1,"Tb927.4.1850:mRNA-p1 | transcript=Tb927.4.1850:mRNA | gene=Tb927.4.1850 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:462615-464351(",1,1,1,1,0,1,0,1,0,1,1.9,1.9,1.9,64.384,578,578,12.0,,,,1.0,0.0,1.5919999999999999,,By MS/MS,0.0,1.9,541690,177320,732850,15047.0,2266.1,16304.6,201910,230646,0,1,1,,,,482,3141,True,3288,5984,6070,6070,,,,,"hypothetical protein, conserved",0.41938085298170097,0.29412694001784007,0.4488567653326705,0.2019430634016502,5.733750818262289,4.177449920971825,9.130266710129962e-05,0.33587824433912705,-1.5739897431986376,3.7182789750887384
Tb927.4.1860,Tb927.4.1860:mRNA-p1,Tb927.4.1860:mRNA-p1,1,1,1,"Tb927.4.1860:mRNA-p1 | transcript=Tb927.4.1860:mRNA | gene=Tb927.4.1860 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ribosomal protein S19, putative | transcript_product=ribosomal protein S19, putative | location=Tb927_04_v5.1:465052-465555(",1,1,1,1,0,1,0,1,0,1,9.0,9.0,9.0,18.846,167,167,11.0,,,1.0,,0.0033955999999999995,1.0285,,By MS/MS,0.0,9.0,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,483,451,True,475,924,957,957,,,,,"ribosomal protein S19, putative",1.4926911453925609,2.6459847613799767,2.458327712103935,0.012204296030742802,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.4.2070,Tb927.4.2070:mRNA-p1;Tb11.v5.0410.1-p1;Tb11.v5.0881.1-p1,Tb927.4.2070:mRNA-p1;Tb11.v5.0410.1-p1;Tb11.v5.0881.1-p1,8;6;5,8;6;5,8;6;5,"Tb927.4.2070:mRNA-p1 | transcript=Tb927.4.2070:mRNA | gene=Tb927.4.2070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=antigenic protein, putative | transcript_product=antigenic protein, putative | location=Tb927_04_v5.1:517255-530622(-) | pro",3,8,8,8,1,8,1,8,1,8,46.8,46.8,46.8,511.32,4455,4455;1729;615,10.4,1.0,,12.0,1.0,0.0,28.272,By MS/MS,By MS/MS,2.7,46.8,67673000,879820,67161160,218300.0,4532.2,217287.6,201910,13098766,2,12,14,,,,484,37;38;237;434;435;436;3696;3697,True;True;True;True;True;True;True;True,37;38;248;457;458;459;3865;3866;3867;3868,72;73;74;492;493;888;889;890;891;892;7109;7110;7111;7112,72;73;74;75;534;918;919;920;921;922;7338;7339;7340;7341,72;73;534;918;919;921;7339;7341,,301;302,,809;833,"antigenic protein, putative",0.019677510046106267,0.049699204300706755,0.008301897021514631,1.451356532162689,7.830415429543412,5.339053735709139,7.070505084227157e-08,0.039691972882506595,-4.655008916752405,3.9996930403709627
Tb927.4.2080,Tb927.4.2080:mRNA-p1,Tb927.4.2080:mRNA-p1,22,22,22,Tb927.4.2080:mRNA-p1 | transcript=Tb927.4.2080:mRNA | gene=Tb927.4.2080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Coiled-coil and C2 domain-containing protein | transcript_product=Coiled-coil and C2 domain-containing protein | location=Tb,1,22,22,22,3,22,3,22,3,22,23.4,23.4,23.4,104.88,906,906,10.7,1.0,3.0,17.0,22.0,0.0,32.235,By MS/MS,By MS/MS,3.3,23.4,75659000,1420420,74607160,1304500.0,23698.1,1284257.6,1656410,23261766,4,28,32,,,,485,36;430;681;786;954;958;1058;1151;1558;1860;2094;2243;2348;2407;2575;2930;2935;3027;3187;3213;3862;4036,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,36;452;714;826;1000;1004;1107;1203;1623;1941;2183;2334;2442;2502;2691;3070;3076;3172;3335;3361;4044;4224;4225,70;71;882;1318;1527;1820;1821;1828;1829;1996;2168;2169;2930;2931;2932;2933;3522;3523;3993;3994;4286;4287;4453;4454;4562;4563;4564;4883;5578;5579;5591;5776;6066;6067;6111;6112;7420;7421;7422;7756;7757;7758;7759,71;913;1349;1561;1856;1857;1863;2016;2179;2939;2940;2941;3540;4006;4007;4330;4331;4503;4608;4609;4610;4933;5662;5674;5879;6149;6196;6197;7707;7708;7709;8104;8105;8106,71;913;1349;1561;1857;1863;2016;2179;2939;3540;4007;4331;4503;4609;4933;5662;5674;5879;6149;6197;7708;8105,,303;304,,1;82,Coiled-coil and C2 domain-containing protein,0.028063987065378698,0.0432756101899461,0.036741429637665794,1.5083276745471246,7.878860596838407,6.115444083436239,4.6340216469679486e-09,0.038205069148423636,-4.710092118264977,3.999979875165988
Tb927.4.2140,Tb927.4.2140:mRNA-p1,Tb927.4.2140:mRNA-p1,1,1,1,Tb927.4.2140:mRNA-p1 | transcript=Tb927.4.2140:mRNA | gene=Tb927.4.2140 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Component of motile flagella 8 | transcript_product=Component of motile flagella 8 | location=Tb927_04_v5.1:553424-556426(+),1,1,1,1,0,1,0,1,0,1,1.1,1.1,1.1,114.76,1000,1000,12.0,,,,1.0,0.0019684999999999998,1.4493,,By MS/MS,0.0,1.1,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,486,1698,True,1769,3187,3177,3177,,,,,Component of motile flagella 8,1.4926911453925609,2.6459847613799767,2.458327712103935,0.16115829220618222,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.4.2180,Tb927.4.2180:mRNA-p1,Tb927.4.2180:mRNA-p1,2,2,2,"Tb927.4.2180:mRNA-p1 | transcript=Tb927.4.2180:mRNA | gene=Tb927.4.2180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L35a, putative | transcript_product=60S ribosomal protein L35a, putative | location=Tb927_04_v5.1:5606",1,2,2,2,0,2,0,2,0,2,16.1,16.1,16.1,17.021,149,149,11.3,,,2.0,1.0,0.0,1.6267,,By MS/MS,0.0,16.1,3482400,177320,3673560,435300.0,2266.1,436557.6,201910,887506,0,2,2,,,,487,1222;1736,True;True,1276;1811,2307;3261;3262,2334;3264,2334;3264,,,,,"60S ribosomal protein L35a, putative",0.07505191398625319,0.01211990163057654,0.11804726718295298,0.21130746666895445,6.541878654149342,5.638788667157399,1.3251344588352932e-06,0.033097239082468755,-4.917145314982728,3.9942828112754727
Tb927.4.2300,Tb927.4.2300:mRNA-p1,Tb927.4.2300:mRNA-p1,2,2,2,"Tb927.4.2300:mRNA-p1 | transcript=Tb927.4.2300:mRNA | gene=Tb927.4.2300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:597749-599869(",1,2,2,2,0,2,0,2,0,2,3.3,3.3,3.3,80.56,706,706,11.7,,,1.0,2.0,0.0,2.6316,,By MS/MS,0.0,3.3,5195400,177320,5386560,126720.0,2266.1,127977.6,201910,1808166,0,3,3,,,,488,128;1077,True;True,135;1127,290;291;2043,303;304;2065,303;2065,,,,,"hypothetical protein, conserved",0.049406332477402885,0.04137193304424761,0.05793158622073961,0.42021987772514774,6.715618990027021,5.1028451642454185,3.6958692108613503e-10,0.0440500661886327,-4.5047120028664835,3.999998394907362
Tb927.4.2450,Tb927.4.2450:mRNA-p1,Tb927.4.2450:mRNA-p1,3,3,3,Tb927.4.2450:mRNA-p1 | transcript=Tb927.4.2450:mRNA | gene=Tb927.4.2450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=protein disulfide isomerase 1 | transcript_product=protein disulfide isomerase 1 | location=Tb927_04_v5.1:636840-638081(+) |,1,3,3,3,0,3,0,3,0,3,11.1,11.1,11.1,44.722,413,413,11.0,,,3.0,,0.0,4.378,,By MS/MS,0.0,11.1,1187400,177320,1378560,51627.0,2266.1,52884.6,201910,279566,0,3,3,,,,489,277;3080;3611,True;True;True,292;3227;3774,553;5877;6934,590;5972;7142,590;5972;7142,,,,,protein disulfide isomerase 1,0.19680051613874436,0.09621057975063545,0.37493200235149815,0.6412757572319129,6.07459704459004,4.71287688930638,1.3091928196415798e-05,0.12974055854667174,-2.9462985399920734,3.9465683912271046
Tb927.4.2600,Tb927.4.2600:mRNA-p1,Tb927.4.2600:mRNA-p1,5,5,5,"Tb927.4.2600:mRNA-p1 | transcript=Tb927.4.2600:mRNA | gene=Tb927.4.2600 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:687074-691960(",1,5,5,5,0,5,0,5,0,5,3.7,3.7,3.7,181.38,1628,1628,11.2,,,5.0,1.0,0.0,3.1336,,By MS/MS,0.0,3.7,3344600,177320,3535760,38006.0,2266.1,39263.6,201910,776956,0,5,5,,,,490,371;1141;1569;1837;2018,True;True;True;True;True,390;1193;1634;1917;2107,752;2151;2152;2950;3463;3861,788;2165;2956;3484;3876,788;2165;2956;3484;3876,,,,,"hypothetical protein, conserved",0.0823097511609653,0.13099933290441926,0.13479237345344408,0.49604355853980947,6.524344185428116,4.5798521640166685,6.764135305489793e-07,0.11476947232326795,-3.123189146120473,3.9970722640378114
Tb927.4.2760,Tb927.4.2760:mRNA-p1,Tb927.4.2760:mRNA-p1,4,4,4,"Tb927.4.2760:mRNA-p1 | transcript=Tb927.4.2760:mRNA | gene=Tb927.4.2760 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Protein of unknown function (DUF3808), putative | transcript_product=Protein of unknown function (DUF3808), putative | locat",1,4,4,4,1,4,1,4,1,4,6.1,6.1,6.1,75.492,672,672,10.4,,1.0,3.0,4.0,0.0,2.7562,By MS/MS,By MS/MS,1.8,6.1,6744500,836270,6276760,182280.0,20076.1,165727.6,201910,2113466,0,4,4,,,,491,326;527;1915;2131,True;True;True;True,343;554;2001;2220,649;650;1076;1077;1078;3631;4067;4068,688;1127;1128;3654;4095,688;1128;3654;4095,,305,,652,"Protein of unknown function (DUF3808), putative",0.20938923688142766,0.2628898809448969,0.05003223871418964,0.4403107283825055,6.828949759005728,5.260739019910411,1.8613592066688963e-06,0.24505633292374052,-2.0288146644848553,3.9919905330290955
Tb927.4.2850,Tb927.4.2850:mRNA-p1,Tb927.4.2850:mRNA-p1,2,2,2,"Tb927.4.2850:mRNA-p1 | transcript=Tb927.4.2850:mRNA | gene=Tb927.4.2850 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:752534-754579(",1,2,2,2,0,2,0,2,0,2,2.9,2.9,2.9,72.637,681,681,12.0,,,,2.0,0.0,1.7249,,By MS/MS,0.0,2.9,604840,177320,796000,17281.0,2266.1,18538.6,201910,253016,0,1,1,,,,492,50;1835,True;True,51;1915,101;3461,102;3482,102;3482,,,,,"hypothetical protein, conserved",0.37655245034240653,0.26352090252345,0.414920266160036,0.23676392218780684,5.781640504723372,4.237568870198198,4.9736867570767444e-05,0.30119808512976887,-1.7312154967983975,3.82467125636198
Tb927.4.2880,Tb927.4.2880:mRNA-p1,Tb927.4.2880:mRNA-p1,6,6,6,Tb927.4.2880:mRNA-p1 | transcript=Tb927.4.2880:mRNA | gene=Tb927.4.2880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleoporin NUP225 | transcript_product=Nucleoporin NUP225 | location=Tb927_04_v5.1:758292-764504(+) | protein_length=2070 |,1,6,6,6,0,6,0,6,0,6,3.5,3.5,3.5,225.59,2070,2070,11.0,,,6.0,,0.0,6.5811,,By MS/MS,0.0,3.5,4919000,177320,5110160,59266.0,2266.1,60523.6,201910,1036296,0,6,6,,,,493,342;411;1328;1867;3629;4306,True;True;True;True;True;True,361;431;1387;1948;3794;4506,695;841;2511;3537;6974;8286,741;871;2541;3559;7181;8660,741;871;2541;3559;7181;8660,,,,,Nucleoporin NUP225,0.05091272111743637,0.07968878913431705,0.09817280517357803,0.8182984899670273,6.6918768225593315,4.772805616684785,6.787862030181066e-08,0.0700967664620235,-3.8345082949938782,3.99970530690313
Tb927.4.2890,Tb927.4.2890:mRNA-p1,Tb927.4.2890:mRNA-p1,1,1,1,"Tb927.4.2890:mRNA-p1 | transcript=Tb927.4.2890:mRNA | gene=Tb927.4.2890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:765317-767212(",1,1,1,1,1,0,1,0,1,0,2.2,2.2,2.2,68.748,631,631,2.0,,1.0,,,0.0099291,0.551,By MS/MS,,2.2,0.0,591740,769060,191160,15993.0,18259.1,1257.6,793650,38766,1,0,1,,,,494,396,True,416,814,846,846,,,,,"hypothetical protein, conserved",23.39006378181215,19.128495318594005,8.427314695547283,-0.2588484011482149,5.772130927384365,4.203929937244626,0.00016155087466952422,20.549018139666718,4.360997556488973,3.5824438232813063
Tb927.4.2920,Tb927.4.2920:mRNA-p1,Tb927.4.2920:mRNA-p1,1,1,1,"Tb927.4.2920:mRNA-p1 | transcript=Tb927.4.2920:mRNA | gene=Tb927.4.2920 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:774789-777689(",1,1,1,1,0,1,0,1,0,1,1.0,1.0,1.0,107.59,966,966,12.0,,,,1.0,0.010101,0.57002,,By MS/MS,0.0,1.0,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,495,1294,True,1352,2454,2487,2487,,,,,"hypothetical protein, conserved",1.4926911453925609,2.6459847613799767,2.458327712103935,-0.24410990619196898,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.4.310,Tb927.4.310:mRNA-p1,Tb927.4.310:mRNA-p1,8,8,8,"Tb927.4.310:mRNA-p1 | transcript=Tb927.4.310:mRNA | gene=Tb927.4.310 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SPRY domain/HECT-domain (ubiquitin-transferase), putative | transcript_product=SPRY domain/HECT-domain (ubiquitin-transferase),",1,8,8,8,0,8,0,8,0,8,1.4,1.4,1.4,733.52,6613,6613,11.0,,,8.0,,0.0,4.8899,,By MS/MS,0.0,1.4,3034400,177320,3225560,9512.4,2266.1,10770.0,201910,654116,0,6,6,,,,496,469;1549;2031;2244;2326;2615;2650;4137,True;True;True;True;True;True;True;True,495;1614;2120;2335;2420;2738;2773;4331,961;2915;3887;4288;4421;4952;5009;7922,993;2926;3901;4332;4474;5005;5060;8278,993;2926;3901;4332;4474;5005;5060;8278,,,,,"SPRY domain/HECT-domain (ubiquitin-transferase), putative",0.09159877754524996,0.4156575945877841,0.15968391437162208,0.6892999777550598,6.482072829694734,3.978290104241024,0.0030440147707144188,0.3076379889069394,-1.7006944283119212,2.5025154222939854
Tb927.4.3160,Tb927.4.3160:mRNA-p1,Tb927.4.3160:mRNA-p1,12,12,12,"Tb927.4.3160:mRNA-p1 | transcript=Tb927.4.3160:mRNA | gene=Tb927.4.3160 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=dihydroxyacetone phosphate acyltransferase, putative | transcript_product=dihydroxyacetone phosphate acyltransferase, putati",1,12,12,12,1,12,1,12,1,12,11.4,11.4,11.4,137.14,1242,1242,10.9,,1.0,10.0,7.0,0.0,13.567,By MS/MS,By MS/MS,0.8,11.4,16812000,439980,16741160,275610.0,6572.1,272567.6,201910,4567966,1,16,17,,,,497,100;101;161;370;1389;1746;2192;2217;2436;2495;2826;3913,True;True;True;True;True;True;True;True;True;True;True;True,105;106;168;389;1450;1821;2282;2308;2532;2592;2961;4099,235;236;237;366;367;750;751;2643;3278;4172;4173;4174;4238;4631;4632;4734;5367;7517,246;247;248;398;399;787;2668;3277;4196;4197;4198;4286;4699;4700;4789;5415;7863,246;248;398;787;2668;3277;4197;4286;4700;4789;5415;7863,,,,,"dihydroxyacetone phosphate acyltransferase, putative",0.03933579669949248,0.05598885612432917,0.02320115993717232,1.132483825000562,7.2256193813333995,5.4402949710949144,7.0056722423948135e-09,0.050437836316050276,-4.309349801560163,3.999969575817728
Tb927.4.3380,Tb927.4.3380:mRNA-p1,Tb927.4.3380:mRNA-p1,1,1,1,"Tb927.4.3380:mRNA-p1 | transcript=Tb927.4.3380:mRNA | gene=Tb927.4.3380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=myosin IB heavy chain, putative | transcript_product=myosin IB heavy chain, putative | location=Tb927_04_v5.1:880014-883517(",1,1,1,1,0,1,0,1,0,1,0.9,0.9,0.9,131.76,1167,1167,12.0,,,,1.0,0.0,4.4035,,By MS/MS,0.0,0.9,611300,177320,802460,9859.7,2266.1,11117.300000000001,201910,255306,0,1,1,,,,498,0,True,0,0,0,0,,,,,"myosin IB heavy chain, putative",0.37493200235149815,0.4058270028938682,0.41184785092251025,0.6437980006792351,5.78625439578978,3.9938637009121356,5.045175955715836e-07,0.39552866937974485,-1.3381458245307827,3.997814416624257
Tb927.4.3420,Tb927.4.3420:mRNA-p1,Tb927.4.3420:mRNA-p1,1,1,1,Tb927.4.3420:mRNA-p1 | transcript=Tb927.4.3420:mRNA | gene=Tb927.4.3420 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=wee1-like protein kinase | transcript_product=wee1-like protein kinase | location=Tb927_04_v5.1:892337-894148(-) | protein_l,1,1,1,1,0,1,0,1,0,1,2.5,2.5,2.5,66.217,603,603,12.0,,,,1.0,0.0018382000000000001,1.2519,,By MS/MS,0.0,2.5,372780,177320,563940,14911.0,2266.1,16168.6,201910,170816,0,1,1,,,,499,1499,True,1562,2818,2834,2834,,,,,wee1-like protein kinase,0.5591544660933697,0.29741099360015033,0.6235848590763863,0.09756963943137129,5.571452603996758,4.173506770208104,0.0021312326816764486,0.38465881776455674,-1.3783487144007005,2.651455137426216
Tb927.5.1610,Tb927.5.1610:mRNA-p1;Tb927.4.3550:mRNA-p1,Tb927.5.1610:mRNA-p1;Tb927.4.3550:mRNA-p1,3;3,3;3,3;3,"Tb927.5.1610:mRNA-p1 | transcript=Tb927.5.1610:mRNA | gene=Tb927.5.1610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L13a, putative | transcript_product=60S ribosomal protein L13a, putative | location=Tb927_05_v5.1:5681",2,3,3,3,0,3,0,3,0,3,15.3,15.3,15.3,25.711,222,222;222,11.2,,,3.0,1.0,0.0,4.8776,,By MS/MS,0.0,15.3,10253000,177320,10444160,1281700.0,2266.1,1282957.6,201910,2407766,0,3,3,,,,500,2927;3361;4339,True;True;True,3067;3518;4543,5573;6444;6445;8337,5658;6587;8713,5658;6587;8713,,,,,"60S ribosomal protein L13a, putative",0.024251870807204774,0.004922104790875515,0.04431603153650521,0.6882061820138636,7.010850957373923,6.107786384315953,1.0821970786009542e-08,0.011365360129651935,-6.459212790789986,3.999953003320981
Tb927.4.3740,Tb927.4.3740:mRNA-p1,Tb927.4.3740:mRNA-p1,34,34,34,Tb927.4.3740:mRNA-p1 | transcript=Tb927.4.3740:mRNA | gene=Tb927.4.3740 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=flagellar attachment zone protein 1 | transcript_product=flagellar attachment zone protein 1 | location=Tb927_04_v5.1:940044,1,34,34,34,7,33,7,33,7,33,48.8,48.8,48.8,192.57,1692,1692,9.63,7.0,,39.0,3.0,0.0,59.573,By MS/MS,By MS/MS,20.1,48.3,158520000,7531120,151361160,1569500.0,75076.1,1497957.6,7268410,30923766,7,38,45,,,,501,18;418;607;658;883;884;1015;1019;1260;1424;1635;1974;1987;2023;2024;2025;2105;2223;2340;2367;2373;2393;2394;2531;2666;2677;2704;3093;3348;3592;3769;3832;3851;3873,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,18;439;635;689;925;926;1064;1068;1317;1485;1701;2063;2076;2112;2113;2114;2194;2314;2434;2461;2467;2488;2489;2633;2789;2802;2829;3240;3505;3755;3946;4013;4033;4055;4056,35;854;1205;1276;1686;1687;1688;1930;1931;1937;1938;2390;2693;3070;3071;3766;3793;3871;3872;3873;3874;3875;3876;3877;4009;4010;4249;4439;4486;4494;4544;4545;4786;5031;5032;5073;5120;5121;5901;5902;6426;6898;6899;7259;7375;7401;7437;7438;7439,39;885;1248;1311;1704;1705;1706;1961;1962;1967;2430;2713;3066;3067;3786;3810;3887;3888;3889;3890;3891;4022;4023;4295;4491;4540;4547;4590;4591;4839;5079;5080;5116;5168;5169;5994;5995;6572;7108;7109;7532;7663;7688;7723;7724;7725,39;885;1248;1311;1704;1705;1961;1967;2430;2713;3066;3786;3810;3887;3889;3891;4022;4295;4491;4540;4547;4590;4591;4839;5080;5116;5168;5994;6572;7108;7532;7663;7688;7724,,306;307,,76;123,flagellar attachment zone protein 1,0.08103239255375665,0.11654060166750534,0.12103849757598069,1.7750494710177571,8.200084063662151,6.195761320036061,1.8306693187448052e-07,0.10470453196292244,-3.255604206592536,3.9992056772661737
Tb927.4.3810,Tb927.4.3810:mRNA-p1,Tb927.4.3810:mRNA-p1,5,5,5,"Tb927.4.3810:mRNA-p1 | transcript=Tb927.4.3810:mRNA | gene=Tb927.4.3810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DNA-directed RNA polymerase II subunit 2, putative | transcript_product=DNA-directed RNA polymerase II subunit 2, putative |",1,5,5,5,1,5,1,5,1,5,3.8,3.8,3.8,134.59,1190,1190,10.4,,1.0,1.0,5.0,0.0,4.0792,By MS/MS,By MS/MS,0.8,3.8,7068600,1107170,6329860,105500.0,16144.1,92879.6,201910,2159966,1,5,6,,,,502,789;1366;1454;2079;3633,True;True;True;True;True,829;1427;1516;2168;3799,1534;2590;2591;2736;3970;6984;6985,1569;2616;2755;3983;7189;7190,1569;2616;2755;3983;7190,,308,,361,"DNA-directed RNA polymerase II subunit 2, putative",0.2874878069147853,0.3632721033474453,0.04890144100267888,0.6105749989594171,6.849333406373725,5.023252459633712,1.2600124289278903e-05,0.3380106712032253,-1.5648593008977976,3.9484611301052923
Tb927.4.4050,Tb927.4.4050:mRNA-p1,Tb927.4.4050:mRNA-p1,2,2,2,Tb927.4.4050:mRNA-p1 | transcript=Tb927.4.4050:mRNA | gene=Tb927.4.4050 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=glycosomal transporter (GAT1) | transcript_product=glycosomal transporter (GAT1) | location=Tb927_04_v5.1:1075383-1077434(-),1,2,2,2,0,2,0,2,0,2,3.5,3.5,3.5,76.05,683,683,12.0,,,,2.0,0.0019802,1.4668,,By MS/MS,0.0,3.5,447290,177320,638450,10402.0,2266.1,11659.6,201910,197206,0,2,2,,,,503,3086;4182,True;True,3233;4378,5888;8013,5982;8365,5982;8365,,309,,669,glycosomal transporter (GAT1),0.49581924038271863,0.3905016682599671,0.5340308940311519,0.16637090128856513,5.650589188820173,4.017116849438813,8.16763085926671e-05,0.4256075256342176,-1.232404433946813,3.740701702952357
Tb927.8.8200,Tb927.8.8200:mRNA-p1;Tb927.4.4130.1:mRNA-p1;Tb927.4.4130.2:mRNA-p1,Tb927.8.8200:mRNA-p1;Tb927.4.4130.1:mRNA-p1;Tb927.4.4130.2:mRNA-p1,1;1;1,1;1;1,1;1;1,"Tb927.8.8200:mRNA-p1 | transcript=Tb927.8.8200:mRNA | gene=Tb927.8.8200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Flagellar-associated protein 59, putative | transcript_product=Flagellar-associated protein 59, putative | location=Tb927_08",3,1,1,1,0,1,0,1,0,1,1.5,1.5,1.5,99.865,856,856;856;927,12.0,,,,1.0,0.009887,0.54267,,By MS/MS,0.0,1.5,749730,177320,940890,17039.0,2266.1,18296.6,201910,304336,0,1,1,,,,504,1279,True,1337,2422,2460,2460,,,,,"Flagellar-associated protein 59, putative",0.31450796410901,0.26553337114322884,0.3447164536257767,-0.2654641865181503,5.874904889229176,4.231444102917431,1.5966663613176195e-06,0.2818582354651559,-1.8269583734569799,3.993120542097737
Tb927.8.8180,Tb927.8.8180:mRNA-p1;Tb927.4.4150:mRNA-p1,Tb927.8.8180:mRNA-p1;Tb927.4.4150:mRNA-p1,2;2,2;2,2;2,Tb927.8.8180:mRNA-p1 | transcript=Tb927.8.8180:mRNA | gene=Tb927.8.8180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial RNA binding complex 1 subunit | transcript_product=mitochondrial RNA binding complex 1 subunit | location=Tb92,2,2,2,2,2,0,2,0,2,0,1.9,1.9,1.9,103.45,934,934;934,2.0,,2.0,,,0.0033277999999999997,0.9595,By MS/MS,,1.9,0.0,1013000,1190320,191160,22021.0,24287.1,1257.6,1214910,38766,2,0,2,,,,505,1691;3741,True;True,1761;3914,3176;7212,3165;7488,3165;7488,,,,,mitochondrial RNA binding complex 1 subunit,27.736596582641976,22.134032949150768,12.893364101732395,-0.01795502092850965,6.005609445360281,4.342837036916425,0.0002496525388254495,24.0015541603145,4.585055921837138,3.456363314002091
